Surat,Ayat,Sentence #,Kata,Label
,,,saja,O
,,,maka,O
,,,ibunya,O
,,,mendapat,O
,,,sepertiga,O
,,,jika,O
,,,yang,O
,,,meninggal,O
,,,itu,O
,,,mempunyai,O
,,,beberapa,O
,,,saudara,O
,,,maka,O
,,,ibunya,O
,,,mendapat,O
,,,seperenam,O
,,,pembagian-pembagian,O
,,,tersebut,O
,,,di,O
,,,atas,O
,,,sesudah,O
,,,dipenuhi,O
,,,wasiat,O
,,,yang,O
,,,ia,O
,,,buat,O
,,,atau,O
,,,dan,O
,,,sesudah,O
,,,dibayar,O
,,,hutangnya,O
,,,tentang,O
,,,orang,O
,,,tuamu,O
,,,dan,O
,,,anak-anakmu,O
,,,kamu,O
,,,tidak,O
,,,mengetahui,O
,,,siapa,O
,,,di,O
,,,antara,O
,,,mereka,O
,,,yang,O
,,,lebih,O
,,,dekat,O
,,,banyak,O
,,,manfaatnya,O
,,,bagimu,O
,,,ini,O
,,,adalah,O
,,,ketetapan,O
,,,dari,O
,,,allah,O
,,,sesungguhnya,O
,,,allah,O
,,,maha,O
,,,mengetahui,O
,,,lagi,O
,,,maha,O
,,,bijaksana,O
4,12,Sentence: 505,dan,O
,,,bagimu,O
,,,suami-suami,O
,,,seperdua,O
,,,dari,O
,,,harta,O
,,,yang,O
,,,ditinggalkan,O
,,,oleh,O
,,,isteri-isterimu,O
,,,jika,O
,,,mereka,O
,,,tidak,O
,,,mempunyai,O
,,,anak,O
,,,jika,O
,,,isteri-isterimu,O
,,,itu,O
,,,mempunyai,O
,,,anak,O
,,,maka,O
,,,kamu,O
,,,mendapat,O
,,,seperempat,O
,,,dari,O
,,,harta,O
,,,yang,O
,,,ditinggalkannya,O
,,,sesudah,O
,,,dipenuhi,O
,,,wasiat,O
,,,yang,O
,,,mereka,O
,,,buat,O
,,,atau,O
,,,dan,O
,,,seduah,O
,,,dibayar,O
,,,hutangnya,O
,,,para,O
,,,isteri,O
,,,memperoleh,O
,,,seperempat,O
,,,harta,O
,,,yang,O
,,,kamu,O
,,,tinggalkan,O
,,,jika,O
,,,kamu,O
,,,tidak,O
,,,mempunyai,O
,,,anak,O
,,,jika,O
,,,kamu,O
,,,mempunyai,O
,,,anak,O
,,,maka,O
,,,para,O
,,,isteri,O
,,,memperoleh,O
,,,seperdelapan,O
,,,dari,O
,,,harta,O
,,,yang,O
,,,kamu,O
,,,tinggalkan,O
,,,sesudah,O
,,,dipenuhi,O
,,,wasiat,O
,,,yang,O
,,,kamu,O
,,,buat,O
,,,atau,O
,,,dan,O
,,,sesudah,O
,,,dibayar,O
,,,hutang-hutangmu,O
,,,jika,O
,,,seseorang,O
,,,mati,O
,,,baik,O
,,,laki-laki,O
,,,maupun,O
,,,perempuan,O
,,,yang,O
,,,tidak,O
,,,meninggalkan,O
,,,ayah,O
,,,dan,O
,,,tidak,O
,,,meninggalkan,O
,,,anak,O
,,,tetapi,O
,,,mempunyai,O
,,,seorang,O
,,,saudara,O
,,,laki-laki,O
,,,seibu,O
,,,saja,O
,,,atau,O
,,,seorang,O
,,,saudara,O
,,,perempuan,O
,,,seibu,O
,,,saja,O
,,,maka,O
,,,bagi,O
,,,masing-masing,O
,,,dari,O
,,,kedua,O
,,,jenis,O
,,,saudara,O
,,,itu,O
,,,seperenam,O
,,,harta,O
,,,tetapi,O
,,,jika,O
,,,saudara-saudara,O
,,,seibu,O
,,,itu,O
,,,lebih,O
,,,dari,O
,,,seorang,O
,,,maka,O
,,,mereka,O
,,,bersekutu,O
,,,dalam,O
,,,yang,O
,,,sepertiga,O
,,,itu,O
,,,sesudah,O
,,,dipenuhi,O
,,,wasiat,O
,,,yang,O
,,,dibuat,O
,,,olehnya,O
,,,atau,O
,,,sesudah,O
,,,dibayar,O
,,,hutangnya,O
,,,dengan,O
,,,tidak,O
,,,memberi,O
,,,mudharat,O
,,,kepada,O
,,,ahli,O
,,,waris,O
,,,allah,O
,,,menetapkan,O
,,,yang,O
,,,demikian,O
,,,itu,O
,,,sebagai,O
,,,syari'at,O
,,,yang,O
,,,benar-benar,O
,,,dari,O
,,,allah,O
,,,dan,O
,,,allah,O
,,,maha,O
,,,mengetahui,O
,,,lagi,O
,,,maha,O
,,,penyantun,O
4,13,Sentence: 506,hukum-hukum,O
,,,tersebut,O
,,,itu,O
,,,adalah,O
,,,ketentuan-ketentuan,O
,,,dari,O
,,,allah,O
,,,barangsiapa,O
,,,taat,O
,,,kepada,O
,,,allah,O
,,,dan,O
,,,rasul-nya,O
,,,niscaya,O
,,,allah,O
,,,memasukkannya,O
,,,kedalam,O
,,,surga,O
,,,yang,O
,,,mengalir,O
,,,didalamnya,O
,,,sungai-sungai,O
,,,sedang,O
,,,mereka,O
,,,kekal,O
,,,di,O
,,,dalamnya,O
,,,dan,O
,,,itulah,O
,,,kemenangan,O
,,,yang,O
,,,besar,O
4,14,Sentence: 507,dan,O
,,,barangsiapa,O
,,,yang,O
,,,mendurhakai,O
,,,allah,O
,,,dan,O
,,,rasul-nya,O
,,,dan,O
,,,melanggar,O
,,,ketentuan-ketentuan-nya,O
,,,niscaya,O
,,,allah,O
,,,memasukkannya,O
,,,ke,O
,,,dalam,O
,,,api,O
,,,neraka,O
,,,sedang,O
,,,ia,O
,,,kekal,O
,,,di,O
,,,dalamnya,O
,,,dan,O
,,,baginya,O
,,,siksa,O
,,,yang,O
,,,menghinakan,O
4,15,Sentence: 508,dan,O
,,,terhadap,O
,,,para,O
,,,wanita,O
,,,yang,O
,,,mengerjakan,O
,,,perbuatan,O
,,,keji,O
,,,hendaklah,O
,,,ada,O
,,,empat,O
,,,orang,O
,,,saksi,O
,,,diantara,O
,,,kamu,O
,,,yang,O
,,,menyaksikannya,O
,,,kemudian,O
,,,apabila,O
,,,mereka,O
,,,telah,O
,,,memberi,O
,,,persaksian,O
,,,maka,O
,,,kurunglah,O
,,,mereka,O
,,,wanita-wanita,O
,,,itu,O
,,,dalam,O
,,,rumah,O
,,,sampai,O
,,,mereka,O
,,,menemui,O
,,,ajalnya,O
,,,atau,O
,,,sampai,O
,,,allah,O
,,,memberi,O
,,,jalan,O
,,,lain,O
,,,kepadanya,O
4,16,Sentence: 509,dan,O
,,,terhadap,O
,,,dua,O
,,,orang,O
,,,yang,O
,,,melakukan,O
,,,perbuatan,O
,,,keji,O
,,,di,O
,,,antara,O
,,,kamu,O
,,,maka,O
,,,berilah,O
,,,hukuman,O
,,,kepada,O
,,,keduanya,O
,,,kemudian,O
,,,jika,O
,,,keduanya,O
,,,bertaubat,O
,,,dan,O
,,,memperbaiki,O
,,,diri,O
,,,maka,O
,,,biarkanlah,O
,,,mereka,O
,,,sesungguhnya,O
,,,allah,O
,,,maha,O
,,,penerima,O
,,,taubat,O
,,,lagi,O
,,,maha,O
,,,penyayang,O
4,17,Sentence: 510,sesungguhnya,O
,,,taubat,O
,,,di,O
,,,sisi,O
,,,allah,O
,,,hanyalah,O
,,,taubat,O
,,,bagi,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,mengerjakan,I-PER
,,,kejahatan,I-PER
,,,lantaran,O
,,,kejahilan,O
,,,yang,O
,,,kemudian,O
,,,mereka,O
,,,bertaubat,O
,,,dengan,O
,,,segera,O
,,,maka,O
,,,mereka,O
,,,itulah,O
,,,yang,O
,,,diterima,O
,,,allah,O
,,,taubatnya,O
,,,dan,O
,,,allah,O
,,,maha,O
,,,mengetahui,O
,,,lagi,O
,,,maha,O
,,,bijaksana,O
4,18,Sentence: 511,dan,O
,,,tidaklah,O
,,,taubat,O
,,,itu,O
,,,diterima,O
,,,allah,O
,,,dari,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,mengerjakan,I-PER
,,,kejahatan,I-PER
,,,yang,O
,,,hingga,O
,,,apabila,O
,,,datang,O
,,,ajal,O
,,,kepada,O
,,,seseorang,O
,,,di,O
,,,antara,O
,,,mereka,O
,,,barulah,O
,,,ia,O
,,,mengatakan,O
,,,sesungguhnya,O
,,,saya,O
,,,bertaubat,O
,,,sekarang,O
,,,dan,O
,,,tidak,O
,,,pula,O
,,,diterima,O
,,,taubat,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,mati,I-PER
,,,sedang,O
,,,mereka,O
,,,di,O
,,,dalam,O
,,,kekafiran,O
,,,bagi,O
,,,orang-orang,O
,,,itu,O
,,,telah,O
,,,kami,O
,,,sediakan,O
,,,siksa,O
,,,yang,O
,,,pedih,O
4,19,Sentence: 512,hai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,tidak,O
,,,halal,O
,,,bagi,O
,,,kamu,O
,,,mempusakai,O
,,,wanita,O
,,,dengan,O
,,,jalan,O
,,,paksa,O
,,,dan,O
,,,janganlah,O
,,,kamu,O
,,,menyusahkan,O
,,,mereka,O
,,,karena,O
,,,hendak,O
,,,mengambil,O
,,,kembali,O
,,,sebagian,O
,,,dari,O
,,,apa,O
,,,yang,O
,,,telah,O
,,,kamu,O
,,,berikan,O
,,,kepadanya,O
,,,terkecuali,O
,,,bila,O
,,,mereka,O
,,,melakukan,O
,,,pekerjaan,O
,,,keji,O
,,,yang,O
,,,nyata,O
,,,dan,O
,,,bergaullah,O
,,,dengan,O
,,,mereka,O
,,,secara,O
,,,patut,O
,,,kemudian,O
,,,bila,O
,,,kamu,O
,,,tidak,O
,,,menyukai,O
,,,mereka,O
,,,maka,O
,,,bersabarlah,O
,,,karena,O
,,,mungkin,O
,,,kamu,O
,,,tidak,O
,,,menyukai,O
,,,sesuatu,O
,,,padahal,O
,,,allah,O
,,,menjadikan,O
,,,padanya,O
,,,kebaikan,O
,,,yang,O
,,,banyak,O
4,20,Sentence: 513,dan,O
,,,jika,O
,,,kamu,O
,,,ingin,O
,,,mengganti,O
,,,isterimu,O
,,,dengan,O
,,,isteri,O
,,,yang,O
,,,lain,O
,,,sedang,O
,,,kamu,O
,,,telah,O
,,,memberikan,O
,,,kepada,O
,,,seseorang,O
,,,di,O
,,,antara,O
,,,mereka,O
,,,harta,O
,,,yang,O
,,,banyak,O
,,,maka,O
,,,janganlah,O
,,,kamu,O
,,,mengambil,O
,,,kembali,O
,,,dari,O
,,,padanya,O
,,,barang,O
,,,sedikitpun,O
,,,apakah,O
,,,kamu,O
,,,akan,O
,,,mengambilnya,O
,,,kembali,O
,,,dengan,O
,,,jalan,O
,,,tuduhan,O
,,,yang,O
,,,dusta,O
,,,dan,O
,,,dengan,O
,,,menanggung,O
,,,dosa,O
,,,yang,O
,,,nyata,O
4,21,Sentence: 514,bagaimana,O
,,,kamu,O
,,,akan,O
,,,mengambilnya,O
,,,kembali,O
,,,padahal,O
,,,sebagian,O
,,,kamu,O
,,,telah,O
,,,bergaul,O
,,,bercampur,O
,,,dengan,O
,,,yang,O
,,,lain,O
,,,sebagai,O
,,,suami-isteri,O
,,,dan,O
,,,mereka,O
,,,isteri-isterimu,O
,,,telah,O
,,,mengambil,O
,,,dari,O
,,,kamu,O
,,,perjanjian,O
,,,yang,O
,,,kuat,O
4,22,Sentence: 515,dan,O
,,,janganlah,O
,,,kamu,O
,,,kawini,O
,,,wanita-wanita,O
,,,yang,O
,,,telah,O
,,,dikawini,O
,,,oleh,O
,,,ayahmu,O
,,,terkecuali,O
,,,pada,O
,,,masa,O
,,,yang,O
,,,telah,O
,,,lampau,O
,,,sesungguhnya,O
,,,perbuatan,O
,,,itu,O
,,,amat,O
,,,keji,O
,,,dan,O
,,,dibenci,O
,,,allah,O
,,,dan,O
,,,seburuk-buruk,O
,,,jalan,O
,,,yang,O
,,,ditempuh,O
4,23,Sentence: 516,diharamkan,O
,,,atas,O
,,,kamu,O
,,,mengawini,O
,,,ibu-ibumu,O
,,,anak-anakmu,O
,,,yang,O
,,,perempuan,O
,,,saudara-saudaramu,O
,,,yang,O
,,,perempuan,O
,,,saudara-saudara,O
,,,bapakmu,O
,,,yang,O
,,,perempuan,O
,,,saudara-saudara,O
,,,ibumu,O
,,,yang,O
,,,perempuan,O
,,,anak-anak,O
,,,perempuan,O
,,,dari,O
,,,saudara-saudaramu,O
,,,yang,O
,,,laki-laki,O
,,,anak-anak,O
,,,perempuan,O
,,,dari,O
,,,saudara-saudaramu,O
,,,yang,O
,,,perempuan,O
,,,ibu-ibumu,O
,,,yang,O
,,,menyusui,O
,,,kamu,O
,,,saudara,O
,,,perempuan,O
,,,sepersusuan,O
,,,ibu-ibu,O
,,,isterimu,O
,,,mertua,O
,,,anak-anak,O
,,,isterimu,O
,,,yang,O
,,,dalam,O
,,,pemeliharaanmu,O
,,,dari,O
,,,isteri,O
,,,yang,O
,,,telah,O
,,,kamu,O
,,,campuri,O
,,,tetapi,O
,,,jika,O
,,,kamu,O
,,,belum,O
,,,campur,O
,,,dengan,O
,,,isterimu,O
,,,itu,O
,,,dan,O
,,,sudah,O
,,,kamu,O
,,,ceraikan,O
,,,maka,O
,,,tidak,O
,,,berdosa,O
,,,kamu,O
,,,mengawininya,O
,,,dan,O
,,,diharamkan,O
,,,bagimu,O
,,,isteri-isteri,O
,,,anak,O
,,,kandungmu,O
,,,menantu,O
,,,dan,O
,,,menghimpunkan,O
,,,dalam,O
,,,perkawinan,O
,,,dua,O
,,,perempuan,O
,,,yang,O
,,,bersaudara,O
,,,kecuali,O
,,,yang,O
,,,telah,O
,,,terjadi,O
,,,pada,O
,,,masa,O
,,,lampau,O
,,,sesungguhnya,O
,,,allah,O
,,,maha,O
,,,pengampun,O
,,,lagi,O
,,,maha,O
,,,penyayang,O
4,24,Sentence: 517,dan,O
,,,diharamkan,O
,,,juga,O
,,,kamu,O
,,,mengawini,O
,,,wanita,O
,,,yang,O
,,,bersuami,O
,,,kecuali,O
,,,budak-budak,O
,,,yang,O
,,,kamu,O
,,,miliki,O
,,,allah,O
,,,telah,O
,,,menetapkan,O
,,,hukum,O
,,,itu,O
,,,sebagai,O
,,,ketetapan-nya,O
,,,atas,O
,,,kamu,O
,,,dan,O
,,,dihalalkan,O
,,,bagi,O
,,,kamu,O
,,,selain,O
,,,yang,O
,,,demikian,O
,,,yaitu,O
,,,mencari,O
,,,isteri-isteri,O
,,,dengan,O
,,,hartamu,O
,,,untuk,O
,,,dikawini,O
,,,bukan,O
,,,untuk,O
,,,berzina,O
,,,maka,O
,,,isteri-isteri,O
,,,yang,O
,,,telah,O
,,,kamu,O
,,,nikmati,O
,,,campuri,O
,,,di,O
,,,antara,O
,,,mereka,O
,,,berikanlah,O
,,,kepada,O
,,,mereka,O
,,,maharnya,O
,,,dengan,O
,,,sempurna,O
,,,sebagai,O
,,,suatu,O
,,,kewajiban,O
,,,dan,O
,,,tiadalah,O
,,,mengapa,O
,,,bagi,O
,,,kamu,O
,,,terhadap,O
,,,sesuatu,O
,,,yang,O
,,,kamu,O
,,,telah,O
,,,saling,O
,,,merelakannya,O
,,,sesudah,O
,,,menentukan,O
,,,mahar,O
,,,itu,O
,,,sesungguhnya,O
,,,allah,O
,,,maha,O
,,,mengetahui,O
,,,lagi,O
,,,maha,O
,,,bijaksana,O
4,25,Sentence: 518,dan,O
,,,barangsiapa,O
,,,diantara,O
,,,kamu,O
,,,orang,O
,,,merdeka,O
,,,yang,O
,,,tidak,O
,,,cukup,O
,,,perbelanjaannya,O
,,,untuk,O
,,,mengawini,O
,,,wanita,O
,,,merdeka,O
,,,lagi,O
,,,beriman,O
,,,ia,O
,,,boleh,O
,,,mengawini,O
,,,wanita,O
,,,yang,O
,,,beriman,O
,,,dari,O
,,,budak-budak,O
,,,yang,O
,,,kamu,O
,,,miliki,O
,,,allah,O
,,,mengetahui,O
,,,keimananmu,O
,,,sebahagian,O
,,,kamu,O
,,,adalah,O
,,,dari,O
,,,sebahagian,O
,,,yang,O
,,,lain,O
,,,karena,O
,,,itu,O
,,,kawinilah,O
,,,mereka,O
,,,dengan,O
,,,seizin,O
,,,tuan,O
,,,mereka,O
,,,dan,O
,,,berilah,O
,,,maskawin,O
,,,mereka,O
,,,menurut,O
,,,yang,O
,,,patut,O
,,,sedang,O
,,,merekapun,O
,,,wanita-wanita,O
,,,yang,O
,,,memelihara,O
,,,diri,O
,,,bukan,O
,,,pezina,O
,,,dan,O
,,,bukan,O
,,,pula,O
,,,wanita,O
,,,yang,O
,,,mengambil,O
,,,laki-laki,O
,,,lain,O
,,,sebagai,O
,,,piaraannya,O
,,,dan,O
,,,apabila,O
,,,mereka,O
,,,telah,O
,,,menjaga,O
,,,diri,O
,,,dengan,O
,,,kawin,O
,,,kemudian,O
,,,mereka,O
,,,melakukan,O
,,,perbuatan,O
,,,yang,O
,,,keji,O
,,,zina,O
,,,maka,O
,,,atas,O
,,,mereka,O
,,,separo,O
,,,hukuman,O
,,,dari,O
,,,hukuman,O
,,,wanita-wanita,O
,,,merdeka,O
,,,yang,O
,,,bersuami,O
,,,kebolehan,O
,,,mengawini,O
,,,budak,O
,,,itu,O
,,,adalah,O
,,,bagi,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,takut,I-PER
,,,kepada,I-PER
,,,kemasyakatan,I-PER
,,,menjaga,O
,,,diri,O
,,,dari,O
,,,perbuatan,O
,,,zina,O
,,,di,O
,,,antara,O
,,,kamu,O
,,,dan,O
,,,kesabaran,O
,,,itu,O
,,,lebih,O
,,,baik,O
,,,bagimu,O
,,,dan,O
,,,allah,O
,,,maha,O
,,,pengampun,O
,,,lagi,O
,,,maha,O
,,,penyayang,O
4,26,Sentence: 519,allah,O
,,,hendak,O
,,,menerangkan,O
,,,hukum,O
,,,syari'at-nya,O
,,,kepadamu,O
,,,dan,O
,,,menunjukimu,O
,,,kepada,O
,,,jalan-jalan,O
,,,orang,O
,,,yang,O
,,,sebelum,O
,,,kamu,O
,,,para,O
,,,nabi,O
,,,dan,O
,,,shalihin,O
,,,dan,O
,,,hendak,O
,,,menerima,O
,,,taubatmu,O
,,,dan,O
,,,allah,O
,,,maha,O
,,,mengetahui,O
,,,lagi,O
,,,maha,O
,,,bijaksana,O
4,27,Sentence: 520,dan,O
,,,allah,O
,,,hendak,O
,,,menerima,O
,,,taubatmu,O
,,,sedang,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,mengikuti,I-PER
,,,hawa,I-PER
,,,nafsunya,I-PER
,,,bermaksud,O
,,,supaya,O
,,,kamu,O
,,,berpaling,O
,,,sejauh-jauhnya,O
,,,dari,O
,,,kebenaran,O
4,28,Sentence: 521,allah,O
,,,hendak,O
,,,memberikan,O
,,,keringanan,O
,,,kepadamu,O
,,,dan,O
,,,manusia,O
,,,dijadikan,O
,,,bersifat,O
,,,lemah,O
4,29,Sentence: 522,hai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,janganlah,O
,,,kamu,O
,,,saling,O
,,,memakan,O
,,,harta,O
,,,sesamamu,O
,,,dengan,O
,,,jalan,O
,,,yang,O
,,,batil,O
,,,kecuali,O
,,,dengan,O
,,,jalan,O
,,,perniagaan,O
,,,yang,O
,,,berlaku,O
,,,dengan,O
,,,suka,O
,,,sama-suka,O
,,,di,O
,,,antara,O
,,,kamu,O
,,,dan,O
,,,janganlah,O
,,,kamu,O
,,,membunuh,O
,,,dirimu,O
,,,sesungguhnya,O
,,,allah,O
,,,adalah,O
,,,maha,O
,,,penyayang,O
,,,kepadamu,O
4,30,Sentence: 523,dan,O
,,,barangsiapa,O
,,,berbuat,O
,,,demikian,O
,,,dengan,O
,,,melanggar,O
,,,hak,O
,,,dan,O
,,,aniaya,O
,,,maka,O
,,,kami,O
,,,kelak,O
,,,akan,O
,,,memasukkannya,O
,,,ke,O
,,,dalam,O
,,,neraka,O
,,,yang,O
,,,demikian,O
,,,itu,O
,,,adalah,O
,,,mudah,O
,,,bagi,O
,,,allah,O
4,31,Sentence: 524,jika,O
,,,kamu,O
,,,menjauhi,O
,,,dosa-dosa,O
,,,besar,O
,,,di,O
,,,antara,O
,,,dosa-dosa,O
,,,yang,O
,,,dilarang,O
,,,kamu,O
,,,mengerjakannya,O
,,,niscaya,O
,,,kami,O
,,,hapus,O
,,,kesalahan-kesalahanmu,O
,,,dosa-dosamu,O
,,,yang,O
,,,kecil,O
,,,dan,O
,,,kami,O
,,,masukkan,O
,,,kamu,O
,,,ke,O
,,,tempat,O
,,,yang,O
,,,mulia,O
,,,surga,O
4,32,Sentence: 525,dan,O
,,,janganlah,O
,,,kamu,O
,,,iri,O
,,,hati,O
,,,terhadap,O
,,,apa,O
,,,yang,O
,,,dikaruniakan,O
,,,allah,O
,,,kepada,O
,,,sebahagian,O
,,,kamu,O
,,,lebih,O
,,,banyak,O
,,,dari,O
,,,sebahagian,O
,,,yang,O
,,,lain,O
,,,karena,O
,,,bagi,O
,,,orang,O
,,,laki-laki,O
,,,ada,O
,,,bahagian,O
,,,dari,O
,,,pada,O
,,,apa,O
,,,yang,O
,,,mereka,O
,,,usahakan,O
,,,dan,O
,,,bagi,O
,,,para,O
,,,wanita,O
,,,pun,O
,,,ada,O
,,,bahagian,O
,,,dari,O
,,,apa,O
,,,yang,O
,,,mereka,O
,,,usahakan,O
,,,dan,O
,,,mohonlah,O
,,,kepada,O
,,,allah,O
,,,sebagian,O
,,,dari,O
,,,karunia-nya,O
,,,sesungguhnya,O
,,,allah,O
,,,maha,O
,,,mengetahui,O
,,,segala,O
,,,sesuatu,O
4,33,Sentence: 526,bagi,O
,,,tiap-tiap,O
,,,harta,O
,,,peninggalan,O
,,,dari,O
,,,harta,O
,,,yang,O
,,,ditinggalkan,O
,,,ibu,O
,,,bapak,O
,,,dan,O
,,,karib,O
,,,kerabat,O
,,,kami,O
,,,jadikan,O
,,,pewaris-pewarisnya,O
,,,dan,O
,,,jika,O
,,,ada,O
,,,orang-orang,O
,,,yang,O
,,,kamu,O
,,,telah,O
,,,bersumpah,O
,,,setia,O
,,,dengan,O
,,,mereka,O
,,,maka,O
,,,berilah,O
,,,kepada,O
,,,mereka,O
,,,bahagiannya,O
,,,sesungguhnya,O
,,,allah,O
,,,menyaksikan,O
,,,segala,O
,,,sesuatu,O
4,34,Sentence: 527,kaum,O
,,,laki-laki,O
,,,itu,O
,,,adalah,O
,,,pemimpin,O
,,,bagi,O
,,,kaum,O
,,,wanita,O
,,,oleh,O
,,,karena,O
,,,allah,O
,,,telah,O
,,,melebihkan,O
,,,sebahagian,O
,,,mereka,O
,,,laki-laki,O
,,,atas,O
,,,sebahagian,O
,,,yang,O
,,,lain,O
,,,wanita,O
,,,dan,O
,,,karena,O
,,,mereka,O
,,,laki-laki,O
,,,telah,O
,,,menafkahkan,O
,,,sebagian,O
,,,dari,O
,,,harta,O
,,,mereka,O
,,,sebab,O
,,,itu,O
,,,maka,O
,,,wanita,O
,,,yang,O
,,,saleh,O
,,,ialah,O
,,,yang,O
,,,taat,O
,,,kepada,O
,,,allah,O
,,,lagi,O
,,,memelihara,O
,,,diri,O
,,,ketika,O
,,,suaminya,O
,,,tidak,O
,,,ada,O
,,,oleh,O
,,,karena,O
,,,allah,O
,,,telah,O
,,,memelihara,O
,,,mereka,O
,,,wanita-wanita,O
,,,yang,O
,,,kamu,O
,,,khawatirkan,O
,,,nusyuznya,O
,,,maka,O
,,,nasehatilah,O
,,,mereka,O
,,,dan,O
,,,pisahkanlah,O
,,,mereka,O
,,,di,O
,,,tempat,O
,,,tidur,O
,,,mereka,O
,,,dan,O
,,,pukullah,O
,,,mereka,O
,,,kemudian,O
,,,jika,O
,,,mereka,O
,,,mentaatimu,O
,,,maka,O
,,,janganlah,O
,,,kamu,O
,,,mencari-cari,O
,,,jalan,O
,,,untuk,O
,,,menyusahkannya,O
,,,sesungguhnya,O
,,,allah,O
,,,maha,O
,,,tinggi,O
,,,lagi,O
,,,maha,O
,,,besar,O
4,35,Sentence: 528,dan,O
,,,jika,O
,,,kamu,O
,,,khawatirkan,O
,,,ada,O
,,,persengketaan,O
,,,antara,O
,,,keduanya,O
,,,maka,O
,,,kirimlah,O
,,,seorang,O
,,,hakam,O
,,,dari,O
,,,keluarga,O
,,,laki-laki,O
,,,dan,O
,,,seorang,O
,,,hakam,O
,,,dari,O
,,,keluarga,O
,,,perempuan,O
,,,jika,O
,,,kedua,O
,,,orang,O
,,,hakam,O
,,,itu,O
,,,bermaksud,O
,,,mengadakan,O
,,,perbaikan,O
,,,niscaya,O
,,,allah,O
,,,memberi,O
,,,taufik,O
,,,kepada,O
,,,suami-isteri,O
,,,itu,O
,,,sesungguhnya,O
,,,allah,O
,,,maha,O
,,,mengetahui,O
,,,lagi,O
,,,maha,O
,,,mengenal,O
4,36,Sentence: 529,sembahlah,O
,,,allah,O
,,,dan,O
,,,janganlah,O
,,,kamu,O
,,,mempersekutukan-nya,O
,,,dengan,O
,,,sesuatupun,O
,,,dan,O
,,,berbuat,O
,,,baiklah,O
,,,kepada,O
,,,dua,O
,,,orang,O
,,,ibu-bapa,O
,,,karib-kerabat,O
,,,anak-anak,B-PER
,,,yatim,I-PER
,,,orang-orang,B-PER
,,,miskin,I-PER
,,,tetangga,O
,,,yang,O
,,,dekat,O
,,,dan,O
,,,tetangga,O
,,,yang,O
,,,jauh,O
,,,dan,O
,,,teman,O
,,,sejawat,O
,,,ibnu,O
,,,sabil,O
,,,dan,O
,,,hamba,O
,,,sahayamu,O
,,,sesungguhnya,O
,,,allah,O
,,,tidak,O
,,,menyukai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,sombong,I-PER
,,,dan,I-PER
,,,membangga-banggakan,I-PER
,,,diri,I-PER
4,37,Sentence: 530,yaitu,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,kikir,I-PER
,,,dan,I-PER
,,,menyuruh,I-PER
,,,orang,I-PER
,,,lain,I-PER
,,,berbuat,I-PER
,,,kikir,I-PER
,,,dan,O
,,,menyembunyikan,O
,,,karunia,O
,,,allah,O
,,,yang,O
,,,telah,O
,,,diberikan-nya,O
,,,kepada,O
,,,mereka,O
,,,dan,O
,,,kami,O
,,,telah,O
,,,menyediakan,O
,,,untuk,O
,,,orang-orang,B-PER
,,,kafir,I-PER
,,,siksa,O
,,,yang,O
,,,menghinakan,O
4,38,Sentence: 531,dan,O
,,,juga,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,menafkahkan,I-PER
,,,harta-harta,I-PER
,,,mereka,I-PER
,,,karena,O
,,,riya,O
,,,kepada,O
,,,manusia,O
,,,dan,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,tidak,I-PER
,,,beriman,I-PER
,,,kepada,I-PER
,,,allah,I-PER
,,,dan,O
,,,kepada,O
,,,hari,O
,,,kemudian,O
,,,barangsiapa,O
,,,yang,O
,,,mengambil,O
,,,syaitan,O
,,,itu,O
,,,menjadi,O
,,,temannya,O
,,,maka,O
,,,syaitan,O
,,,itu,O
,,,adalah,O
,,,teman,O
,,,yang,O
,,,seburuk-buruknya,O
4,39,Sentence: 532,apakah,O
,,,kemudharatannya,O
,,,bagi,O
,,,mereka,O
,,,kalau,O
,,,mereka,O
,,,beriman,O
,,,kepada,O
,,,allah,O
,,,dan,O
,,,hari,O
,,,kemudian,O
,,,dan,O
,,,menafkahkan,O
,,,sebahagian,O
,,,rezeki,O
,,,yang,O
,,,telah,O
,,,diberikan,O
,,,allah,O
,,,kepada,O
,,,mereka?,O
,,,dan,O
,,,adalah,O
,,,allah,O
,,,maha,O
,,,mengetahui,O
,,,keadaan,O
,,,mereka,O
4,40,Sentence: 533,sesungguhnya,O
,,,allah,O
,,,tidak,O
,,,menganiaya,O
,,,seseorang,O
,,,walaupun,O
,,,sebesar,O
,,,zarrah,O
,,,dan,O
,,,jika,O
,,,ada,O
,,,kebajikan,O
,,,sebesar,O
,,,zarrah,O
,,,niscaya,O
,,,allah,O
,,,akan,O
,,,melipat,O
,,,gandakannya,O
,,,dan,O
,,,memberikan,O
,,,dari,O
